,Postcode,Grid Ref,County,District,Ward,District Code,Ward Code,County Code,Constituency,Population,Households,Lower layer super output area,Region,London zone,LSOA Code,MSOA Code,Middle layer super output area,Index of Multiple Deprivation,Postcode district,Average Income,Postcode2
23036,BS5 8RF,ST638727,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,47.0,18.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23037,BS5 8RG,ST637726,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,34.0,18.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23038,BS5 8RH,ST636727,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,58.0,44.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23039,BS5 8RJ,ST638726,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,18.0,10.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23040,BS5 8RL,ST637725,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,35.0,16.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23041,BS5 8RN,ST637725,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,61.0,18.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23042,BS5 8RP,ST634727,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,77.0,33.0,Bristol 033D,South West,,E01014680,E02003044,Bristol 033,19981,BS5,43800,BS5 8
23043,BS5 8RQ,ST638726,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,27.0,12.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23044,BS5 8RR,ST636726,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,33.0,14.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23045,BS5 8RS,ST636726,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,,,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23046,BS5 8RT,ST635726,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,41.0,18.0,Bristol 033D,South West,,E01014680,E02003044,Bristol 033,19981,BS5,43800,BS5 8
23047,BS5 8RU,ST634727,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,18.0,7.0,Bristol 033D,South West,,E01014680,E02003044,Bristol 033,19981,BS5,43800,BS5 8
23048,BS5 8RW,ST636726,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,33.0,17.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23049,BS5 8RX,ST635725,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,67.0,22.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23050,BS5 8RY,ST634726,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,43.0,16.0,Bristol 033D,South West,,E01014680,E02003044,Bristol 033,19981,BS5,43800,BS5 8
23051,BS5 8RZ,ST634726,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,40.0,17.0,Bristol 033D,South West,,E01014680,E02003044,Bristol 033,19981,BS5,43800,BS5 8
23052,BS5 8SA,ST634731,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,17.0,5.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
23053,BS5 8SE,ST638725,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,19.0,14.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23054,BS5 8SF,ST637724,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,20.0,9.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23055,BS5 8SG,ST636725,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,58.0,20.0,Bristol 033D,South West,,E01014680,E02003044,Bristol 033,19981,BS5,43800,BS5 8
23056,BS5 8SH,ST636724,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,48.0,16.0,Bristol 033D,South West,,E01014680,E02003044,Bristol 033,19981,BS5,43800,BS5 8
23057,BS5 8SJ,ST635725,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,57.0,18.0,Bristol 033D,South West,,E01014680,E02003044,Bristol 033,19981,BS5,43800,BS5 8
23058,BS5 8SL,ST636724,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,23.0,12.0,Bristol 033D,South West,,E01014680,E02003044,Bristol 033,19981,BS5,43800,BS5 8
23059,BS5 8SN,ST634724,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,49.0,19.0,Bristol 033D,South West,,E01014680,E02003044,Bristol 033,19981,BS5,43800,BS5 8
23060,BS5 8SP,ST634725,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,22.0,9.0,Bristol 033D,South West,,E01014680,E02003044,Bristol 033,19981,BS5,43800,BS5 8
23061,BS5 8SQ,ST636725,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,59.0,18.0,Bristol 033C,South West,,E01014679,E02003044,Bristol 033,16600,BS5,43800,BS5 8
23062,BS5 8SR,ST633725,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,31.0,14.0,Bristol 033D,South West,,E01014680,E02003044,Bristol 033,19981,BS5,43800,BS5 8
23063,BS5 8SS,ST631726,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,8.0,1.0,Bristol 033D,South West,,E01014680,E02003044,Bristol 033,19981,BS5,43800,BS5 8
23064,BS5 8ST,ST630726,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,58.0,23.0,Bristol 033D,South West,,E01014680,E02003044,Bristol 033,19981,BS5,43800,BS5 8
23065,BS5 8SU,ST630726,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,63.0,24.0,Bristol 033A,South West,,E01014677,E02003044,Bristol 033,19709,BS5,43800,BS5 8
23066,BS5 8SW,ST634725,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,4.0,1.0,Bristol 033D,South West,,E01014680,E02003044,Bristol 033,19981,BS5,43800,BS5 8
23067,BS5 8SX,ST630727,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,35.0,17.0,Bristol 033A,South West,,E01014677,E02003044,Bristol 033,19709,BS5,43800,BS5 8
23068,BS5 8SY,ST630727,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,31.0,11.0,Bristol 033A,South West,,E01014677,E02003044,Bristol 033,19709,BS5,43800,BS5 8
23069,BS5 8SZ,ST631727,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,60.0,22.0,Bristol 033D,South West,,E01014680,E02003044,Bristol 033,19981,BS5,43800,BS5 8
23070,BS5 8TA,ST632727,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,91.0,30.0,Bristol 033D,South West,,E01014680,E02003044,Bristol 033,19981,BS5,43800,BS5 8
23071,BS5 8TB,ST631726,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,12.0,7.0,Bristol 033D,South West,,E01014680,E02003044,Bristol 033,19981,BS5,43800,BS5 8
23072,BS5 8TD,ST633727,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,50.0,17.0,Bristol 033D,South West,,E01014680,E02003044,Bristol 033,19981,BS5,43800,BS5 8
23073,BS5 8TE,ST633727,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,29.0,19.0,Bristol 033D,South West,,E01014680,E02003044,Bristol 033,19981,BS5,43800,BS5 8
23074,BS5 8TF,ST632726,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,36.0,16.0,Bristol 033D,South West,,E01014680,E02003044,Bristol 033,19981,BS5,43800,BS5 8
23075,BS5 8TG,ST632727,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,53.0,23.0,Bristol 033D,South West,,E01014680,E02003044,Bristol 033,19981,BS5,43800,BS5 8
23076,BS5 8TH,ST633726,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,45.0,20.0,Bristol 033D,South West,,E01014680,E02003044,Bristol 033,19981,BS5,43800,BS5 8
23077,BS5 8TJ,ST633726,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,60.0,20.0,Bristol 033D,South West,,E01014680,E02003044,Bristol 033,19981,BS5,43800,BS5 8
23078,BS5 8TL,ST634727,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,38.0,15.0,Bristol 033D,South West,,E01014680,E02003044,Bristol 033,19981,BS5,43800,BS5 8
23079,BS5 8TN,ST634728,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,47.0,22.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
23080,BS5 8TP,ST632728,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,41.0,19.0,Bristol 033A,South West,,E01014677,E02003044,Bristol 033,19709,BS5,43800,BS5 8
23081,BS5 8TQ,ST632727,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,29.0,14.0,Bristol 033A,South West,,E01014677,E02003044,Bristol 033,19709,BS5,43800,BS5 8
23082,BS5 8TR,ST631728,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,11.0,6.0,Bristol 033D,South West,,E01014680,E02003044,Bristol 033,19981,BS5,43800,BS5 8
23083,BS5 8TS,ST633728,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,29.0,12.0,Bristol 033A,South West,,E01014677,E02003044,Bristol 033,19709,BS5,43800,BS5 8
23084,BS5 8TT,ST632728,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,61.0,24.0,Bristol 033A,South West,,E01014677,E02003044,Bristol 033,19709,BS5,43800,BS5 8
23085,BS5 8TU,ST632728,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,5.0,3.0,Bristol 033A,South West,,E01014677,E02003044,Bristol 033,19709,BS5,43800,BS5 8
23086,BS5 8TW,ST634728,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,16.0,8.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
23087,BS5 8TX,ST633728,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,10.0,3.0,Bristol 033A,South West,,E01014677,E02003044,Bristol 033,19709,BS5,43800,BS5 8
23088,BS5 8TY,ST634729,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,49.0,19.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
23089,BS5 8TZ,ST632730,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,43.0,21.0,Bristol 033A,South West,,E01014677,E02003044,Bristol 033,19709,BS5,43800,BS5 8
23090,BS5 8UA,ST634728,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,21.0,9.0,Bristol 033B,South West,,E01014678,E02003044,Bristol 033,13932,BS5,43800,BS5 8
23091,BS5 8UB,ST631729,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,37.0,15.0,Bristol 033A,South West,,E01014677,E02003044,Bristol 033,19709,BS5,43800,BS5 8
23092,BS5 8UD,ST632729,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,9.0,2.0,Bristol 033A,South West,,E01014677,E02003044,Bristol 033,19709,BS5,43800,BS5 8
23093,BS5 8UE,ST631729,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,9.0,3.0,Bristol 033A,South West,,E01014677,E02003044,Bristol 033,19709,BS5,43800,BS5 8
23094,BS5 8UH,ST631728,Bristol,"Bristol, City of",St George Troopers Hill,E06000023,E05010911,E11000003,Bristol East,24.0,7.0,Bristol 033A,South West,,E01014677,E02003044,Bristol 033,19709,BS5,43800,BS5 8
23095,BS5 9AB,ST614739,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,,,Bristol 055A,South West,,E01014564,E02006888,Bristol 055,9374,BS5,32800,BS5 9
23096,BS5 9AD,ST613738,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,64.0,9.0,Bristol 029A,South West,,E01014565,E02003040,Bristol 029,6176,BS5,38700,BS5 9
23097,BS5 9AE,ST615738,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,23.0,13.0,Bristol 029B,South West,,E01014566,E02003040,Bristol 029,8649,BS5,38700,BS5 9
23098,BS5 9AF,ST612738,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,63.0,27.0,Bristol 029A,South West,,E01014565,E02003040,Bristol 029,6176,BS5,38700,BS5 9
23099,BS5 9AG,ST611738,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,48.0,24.0,Bristol 055A,South West,,E01014564,E02006888,Bristol 055,9374,BS5,32800,BS5 9
23100,BS5 9AH,ST613739,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,84.0,33.0,Bristol 055A,South West,,E01014564,E02006888,Bristol 055,9374,BS5,32800,BS5 9
23101,BS5 9AJ,ST615738,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,80.0,36.0,Bristol 029A,South West,,E01014565,E02003040,Bristol 029,6176,BS5,38700,BS5 9
23102,BS5 9AL,ST615739,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,63.0,31.0,Bristol 029A,South West,,E01014565,E02003040,Bristol 029,6176,BS5,38700,BS5 9
23103,BS5 9AN,ST615739,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,47.0,25.0,Bristol 057C,South West,,E01014570,E02006890,Bristol 057,11159,BS5,38700,BS5 9
23104,BS5 9AP,ST616739,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,67.0,34.0,Bristol 029B,South West,,E01014566,E02003040,Bristol 029,8649,BS5,38700,BS5 9
23105,BS5 9AQ,ST612738,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,58.0,28.0,Bristol 029A,South West,,E01014565,E02003040,Bristol 029,6176,BS5,38700,BS5 9
23106,BS5 9AR,ST616740,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,60.0,27.0,Bristol 057C,South West,,E01014570,E02006890,Bristol 057,11159,BS5,38700,BS5 9
23107,BS5 9AS,ST615740,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,63.0,26.0,Bristol 057C,South West,,E01014570,E02006890,Bristol 057,11159,BS5,38700,BS5 9
23108,BS5 9AT,ST614740,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,110.0,36.0,Bristol 057C,South West,,E01014570,E02006890,Bristol 057,11159,BS5,38700,BS5 9
23109,BS5 9AU,ST614740,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,37.0,13.0,Bristol 055A,South West,,E01014564,E02006888,Bristol 055,9374,BS5,32800,BS5 9
23110,BS5 9AW,ST615739,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,51.0,21.0,Bristol 057C,South West,,E01014570,E02006890,Bristol 057,11159,BS5,38700,BS5 9
23111,BS5 9AX,ST614740,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,75.0,23.0,Bristol 055A,South West,,E01014564,E02006888,Bristol 055,9374,BS5,32800,BS5 9
23112,BS5 9AY,ST613740,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,50.0,21.0,Bristol 055A,South West,,E01014564,E02006888,Bristol 055,9374,BS5,32800,BS5 9
23113,BS5 9AZ,ST615740,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,12.0,3.0,Bristol 057C,South West,,E01014570,E02006890,Bristol 057,11159,BS5,38700,BS5 9
23114,BS5 9BB,ST610728,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,,,Bristol 056B,South West,,E01014658,E02006889,Bristol 056,1634,BS5,29100,BS5 9
23115,BS5 9BD,ST610728,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,,,Bristol 056B,South West,,E01014658,E02006889,Bristol 056,1634,BS5,29100,BS5 9
23116,BS5 9BE,ST610737,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,66.0,32.0,Bristol 055A,South West,,E01014564,E02006888,Bristol 055,9374,BS5,32800,BS5 9
23117,BS5 9BF,ST607727,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,19.0,13.0,Bristol 056B,South West,,E01014658,E02006889,Bristol 056,1634,BS5,29100,BS5 9
23118,BS5 9BG,ST612738,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,96.0,38.0,Bristol 029A,South West,,E01014565,E02003040,Bristol 029,6176,BS5,38700,BS5 9
23119,BS5 9BH,ST613737,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,52.0,23.0,Bristol 029A,South West,,E01014565,E02003040,Bristol 029,6176,BS5,38700,BS5 9
23120,BS5 9BJ,ST614738,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,48.0,21.0,Bristol 029B,South West,,E01014566,E02003040,Bristol 029,8649,BS5,38700,BS5 9
23121,BS5 9BL,ST613738,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,64.0,26.0,Bristol 029A,South West,,E01014565,E02003040,Bristol 029,6176,BS5,38700,BS5 9
23122,BS5 9BN,ST614738,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,17.0,9.0,Bristol 029A,South West,,E01014565,E02003040,Bristol 029,6176,BS5,38700,BS5 9
23123,BS5 9BP,ST614737,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,65.0,30.0,Bristol 029B,South West,,E01014566,E02003040,Bristol 029,8649,BS5,38700,BS5 9
23124,BS5 9BQ,ST611737,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,22.0,10.0,Bristol 029A,South West,,E01014565,E02003040,Bristol 029,6176,BS5,38700,BS5 9
23125,BS5 9BS,ST615737,Bristol,"Bristol, City of",St George West,E06000023,E05010912,E11000003,Bristol East,17.0,13.0,Bristol 029D,South West,,E01014681,E02003040,Bristol 029,11208,BS5,38700,BS5 9
23126,BS5 9BT,ST615738,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,21.0,13.0,Bristol 029B,South West,,E01014566,E02003040,Bristol 029,8649,BS5,38700,BS5 9
23127,BS5 9BU,ST607726,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,64.0,18.0,Bristol 056B,South West,,E01014658,E02006889,Bristol 056,1634,BS5,29100,BS5 9
23128,BS5 9BW,ST614738,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,42.0,21.0,Bristol 029A,South West,,E01014565,E02003040,Bristol 029,6176,BS5,38700,BS5 9
23129,BS5 9BX,ST610728,Bristol,"Bristol, City of",Lawrence Hill,E06000023,E05010907,E11000003,Bristol West,95.0,26.0,Bristol 056B,South West,,E01014658,E02006889,Bristol 056,1634,BS5,29100,BS5 9
23130,BS5 9BY,ST611732,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,14.0,7.0,Bristol 029C,South West,,E01014567,E02003040,Bristol 029,10881,BS5,38700,BS5 9
23131,BS5 9BZ,ST616734,Bristol,"Bristol, City of",St George West,E06000023,E05010912,E11000003,Bristol East,17.0,12.0,Bristol 029D,South West,,E01014681,E02003040,Bristol 029,11208,BS5,38700,BS5 9
23132,BS5 9DA,ST611736,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,90.0,33.0,Bristol 055A,South West,,E01014564,E02006888,Bristol 055,9374,BS5,32800,BS5 9
23133,BS5 9DB,ST611737,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,63.0,27.0,Bristol 055A,South West,,E01014564,E02006888,Bristol 055,9374,BS5,32800,BS5 9
23134,BS5 9DD,ST612734,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,16.0,14.0,Bristol 029A,South West,,E01014565,E02003040,Bristol 029,6176,BS5,38700,BS5 9
23135,BS5 9DE,ST612735,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,14.0,8.0,Bristol 029A,South West,,E01014565,E02003040,Bristol 029,6176,BS5,38700,BS5 9
23136,BS5 9DF,ST612736,Bristol,"Bristol, City of",Easton,E06000023,E05010896,E11000003,Bristol West,,,Bristol 055A,South West,,E01014564,E02006888,Bristol 055,9374,BS5,32800,BS5 9
